X,Y,OBJECTID,LDTC_TypeDescription,LDLI_Category,Library,Branch,SecondaryName,LDLI_Address1,LDLI_City,LDLI_State,LDLI_Zip,LDLI_County,LDLI_AddPhones,LDLI_FAX,LDLI_email,LDLI_URL,Longitude,Latitude,GlobalID
-122.48768,48.7371800000001,88,Academic Libraries,4-year,Western Washington University,WWU Music Library,,516 High St,Bellingham,WA,98225-5946,Whatcom,360-650-3716,3606507974,,http://www.ac.wwu.edu/~musiclib,-122.48768,48.73718,{C0C78B28-4F74-4B28-977D-3B538ED94A2E}
-122.3083964,47.6590721000001,89,Academic Libraries,4-year,University of Washington Libraries,Foster Business Library,,"Paccar Hall, 1st Floor",Seattle,WA,98195-3224,King,(206) 543-4360,,,http://www.lib.washington.edu/business,-122.3083964,47.6590721,{6D1E932B-F655-4857-9174-5317E3393F5E}
-118.32958,46.07088,90,Academic Libraries,4-year,Penrose Library,Penrose Library,,345 Boyer Ave,Walla Walla,WA,99362-2083,Walla Walla,(509) 527-5191,5095264785,library@whitman.edu,https://library.whitman.edu,-118.32958,46.07088,{5F8260F9-36E9-4A38-86A1-36A44AC8C3FE}
-117.40615,47.75098,91,Academic Libraries,4-year,Whitworth University Library,Whitworth University Library,,300 W Hawthorne Rd,Spokane,WA,99251,Spokane,(509) 777-3260,5097773221,reference@whitworth.edu,http://www.whitworth.edu/library,-117.40615,47.75098,{BAE2B9D1-FBED-4499-8D77-B4D380255318}
-122.3133173,47.6550182,92,Academic Libraries,4-year,University of Washington Libraries,Built Environments Library,,334 Gould Hall,Seattle,WA,98195-5730,King,(206) 543-4067,,,http://www.lib.washington.edu/be/,-122.3133173,47.6550182,{82206DD8-23F1-4667-BDA1-CC6AF8DD46C6}
-122.35094,47.6133100000001,93,Academic Libraries,4-year,The Seattle School of Theology & Psychology,The Seattle School of Theology & Psychology,,2501 Elliott Avenue,Seattle,WA,98121-1177,King,(206) 876-6109,2068766193,librequest@theseattleschool.edu,http://theseattleschool.edu/library,-122.35094,47.61331,{5E82C5C0-327D-44D0-9546-2DD9FC656265}
-122.44637,47.14613,94,Academic Libraries,4-year,Pacific Lutheran University,Pacific Lutheran University,,12180 Park Avenue S,Tacoma,WA,98447-0013,Pierce,(253) 535-7500,,library@plu.edu,http://www.plu.edu/library,-122.44637,47.14613,{3A11C1F2-EBDB-455E-8682-8A3BE575290E}
-122.3068392,47.6581790000001,95,Academic Libraries,4-year,University of Washington Libraries,Art Library,,101 Art Bldg,Seattle,WA,98195-3440,King,(206) 543-0648,,,http://www.lib.washington.edu/art/,-122.3068392,47.658179,{A82CC161-14C2-46D7-A42F-7413DCBA8366}
-120.45769,46.6023300000001,96,Academic Libraries,Academic Libraries,Pacific Northwest University of Health Sciences,Pacific Northwest University of Health Sciences,,200 University Parkway,Yakima,WA,98901,Yakima,509-249-7745,,library@pnwu.edu,https://www.pnwu.edu/inside-pnwu/offices-and-departments/library,-120.45769,46.60233,{0FEC8538-2B54-44AA-B78C-5AC3F803DAA5}
-122.6852573,48.2172704000001,97,Academic Libraries,"Law (County, State & U.S.)",Island County Public Law Library,Island County Public Law Library,,"101 NE Sixth St, Room 204",Coupeville,WA,98239-5000,Island,(360) 240-5522,,,https://www.islandcountywa.gov/SuperiorCourt/Pages/LawLibrary.aspx,-122.6852573,48.2172704,{54353257-1536-40F8-81B1-60B665F77DE0}
-122.51717,47.2801600000001,98,Academic Libraries,Please Choose,Faith International University & Faith Seminary,Faith International University & Faith Seminary,,3504 N. Pearl Street,Tacoma,WA,98407,Pierce,253-752-2020,,librarian@faithseminary.edu,http://faithseminary.edu/library/,-122.51717,47.28016,{B2C10FED-5C3C-4561-B425-DEC61B1A2212}
-122.6438889,47.557373,99,Government Libraries,Government Libraries,PSNS & IMF Command Library,PSNS & IMF Command Library,,Code 1143 BLDG 850/2,Bremerton,WA,98314-5001,Kitsap,(360) 476-2767,,psns-imf_cmd_library.fct@navy.mil,,-122.6438889,47.557373,{EB6D45A9-D7CA-44F6-9D65-284D89A92F26}
-122.3316853,47.6072561,100,Government Libraries,"Law (County, State & U.S.)",US Courts Library,US Courts Library,,"U.S. Courthouse, Rm 19105",Seattle,WA,98101-1271,King,(206) 370-8975,,,http://www.wawd.uscourts.gov/,-122.3316853,47.6072561,{11A159F3-6428-4AF5-ADBF-F11BFE3CCD44}
-117.3644804,46.8839799,101,Government Libraries,"Law (County, State & U.S.)",Whitman County Law Library,Whitman County Law Library,,Whitman County Courthouse,Colfax,WA,99111-0679,Whitman,(509) 397-6244,5093972728,,,-117.3644804,46.8839799,{D76C4D48-42E5-4BA5-95D1-8FCC239BE943}
-120.50872,46.60524,102,Government Libraries,"Law (County, State & U.S.)",Yakima County Law Library,Yakima County Law Library,,18 East Lincoln Ave,Yakima,WA,98901-2639,Yakima,509-574-2692,,,,-120.50872,46.60524,{5A218D1F-C6A6-46F9-B009-B7C6DDF2BED3}
-120.54939,46.99699,103,Government Libraries,"Law (County, State & U.S.)",Kittitas County Law Library,Kittitas County Law Library,,"205 W 5th Ave, Rm 172",Ellensburg,WA,98926-2890,kittitas,(509) 962-7520,,prosecutor@co.kittitas.wa.us,,-120.54939,46.99699,{35266199-347E-40CC-8E26-9881DB0119A7}
-122.63807,47.53709,104,Government Libraries,"Law (County, State & U.S.)",Kitsap County Law Library,Kitsap County Law Library,,614 Division St,Port Orchard,WA,98366,Kitsap,(360) 337-5788,,,http://www.kitsaplawlibrary.com/,-122.63807,47.53709,{1C28A115-9CBC-4471-9A9A-EA0672EDBBD9}
-120.8241731,45.8211303,105,Government Libraries,"Law (County, State & U.S.)",Klickitat County Law Library,Klickitat County Law Library,,"205 S Columbus Ave # 207, Goldendale, WA 98620",Goldendale,WA,98620-9279,Klickitat,(509) 773-5755,,,,-120.8241731,45.8211303,{80F666A2-3B09-49CF-951C-438FA9874E18}
-122.9697031,46.6615316,106,Government Libraries,"Law (County, State & U.S.)",Lewis County Law Library,Lewis County Law Library,,2nd Floor,Chehalis,WA,98532,Lewis,3607401333,3607402603,Susie.palmateer@lewiscountywa.gov,,-122.9697031,46.6615316,{59D8735B-2333-4DCF-96FE-9D7862949F20}
-118.14785,47.6553200000001,107,Government Libraries,"Law (County, State & U.S.)",Lincoln County Law Library,Lincoln County Law Library,,450 Logan St,Davenport,WA,99122-0396,Lincoln,(509) 725-3081,,lawlibrary@co.lincoln.wa.us,,-118.14785,47.65532,{687C322B-C4FA-4345-9234-21777606D4BF}
-123.1032191,47.2158239,108,Government Libraries,"Law (County, State & U.S.)",Mason County Law Library,Mason County Law Library,,County Courthouse,Shelton,WA,98584-3466,Mason,(360) 427-9670 x 356,3604278440,Rachelleo@co.mason.wa.us,,-123.1032191,47.2158239,{D51FCD4A-6ACC-4F59-8A59-5608EE0A202C}
-122.48034,48.75435,109,Government Libraries,"Law (County, State & U.S.)",Whatcom County Law Library,Whatcom County Law Library,,"311 Grand Avenue, Suite B6",Bellingham,WA,98225-4038,Whatcom,(360) 778-5790,3607785791,lawlib@co.whatcom.wa.us,http://www.whatcomcounty.us/306/Law-Library,-122.48034,48.75435,{581701F0-0B7C-4A4C-9C43-2B69F49C3C7E}
-117.05864,48.17888,110,Government Libraries,"Law (County, State & U.S.)",Pend Oreille County Law Library,Pend Oreille County Law Library,,229 S. Garden Avenue,Newport,WA,99156-5020,Pend Oreille,(509) 447-2435,5094472734,,http://www.pendoreilleco.org,-117.05864,48.17888,{6150DBF3-946F-443C-8014-1910E85A4385}
-123.80975,46.66405,111,Government Libraries,"Law (County, State & U.S.)",Pacific County Law Library,Pacific County Law Library,,300 Memorial Drive,South Bend,WA,98586-0067,Pacific,(360) 875-9328,,,http://co.pacific.wa.us/courts/superior/,-123.80975,46.66405,{CC55AF2C-C6C8-44B2-B402-0D9532E62A03}
-119.5821424,48.3652480000001,112,Government Libraries,"Law (County, State & U.S.)",Okanogan County Law Library,Okanogan County Law Library,,Superior Court,Okanogan,WA,98840-0112,Okanogan,(509) 422-7130,,,,-119.5821424,48.365248,{DE540B26-B1FF-4C3F-A939-C9C9B03FEA9E}
-122.9054498,47.0369179,113,Government Libraries,"Law (County, State & U.S.)",Washington State Law Library,Washington State Law Library,,Temple of Justice,Olympia,WA,98501,Thurston,360-357-2136,,library.requests@courts.wa.gov,http://www.courts.wa.gov/library/,-122.9054498,47.0369179,{410612B2-3696-4CFD-9F6D-70CAF525BBBF}
-119.12696,46.25233,114,Government Libraries,"Law (County, State & U.S.)",Benton/Franklin County Law Library,Benton/Franklin County Law Library,,2600 N. 20th Avenue,Pasco,WA,99301,Franklin,509-542-4890,,library@columbiabasin.edu,www.columbiabasin.edu/lawlibrary,-119.12696,46.25233,{9667DC59-9279-40D8-BB7A-1D2E6D007C46}
-121.88376,45.6944700000001,115,Government Libraries,"Law (County, State & U.S.)",Skamania County Law Library,Skamania County Law Library,,240 NW Vancouver Avenue,Stevenson,WA,98648-0790,Skamania,509-427-3790,5094273798,charh@co.skamania.wa.us,,-121.88376,45.69447,{34182351-3C44-4C62-94BD-E61E91AADECF}
-117.4293719,47.6648296000001,116,Government Libraries,"Law (County, State & U.S.)",Spokane County Law Library,Spokane County Law Library,,"Spokane County Courthouse, 2nd floor",Spokane,WA,99260,Spokane,509-477-3680,,,http://www.spokanecounty.org/lawlibrary,-117.4293719,47.6648296,{E12A7450-72B9-4301-B719-32012CABAB7A}
-122.2065454,47.9771257,117,Government Libraries,"Law (County, State & U.S.)",Snohomish County Law Library,Snohomish County Law Library,,Mail Stop 703,Everett,WA,98201-4046,Snohomish,(425) 388-3010,,,http://www.co.snohomish.wa.us,-122.2065454,47.9771257,{098EA8D5-272A-4A8B-B983-6A16063DA04E}
-122.2389848,47.3854194,118,Government Libraries,"Law (County, State & U.S.)",King County Law Library,King County Law Library -- Kent Branch,,1N Regional Justice Center,Kent,WA,98032-4429,King,(206) 477-1316,2062052905,services@kcll.org,http://www.kcll.org,-122.2389848,47.3854194,{CA4551B3-A437-4FDE-8D0A-A22DF6086C8C}
-117.4261948,47.6583453000001,119,Government Libraries,"Law (County, State & U.S.)",US Courts Library,US Courts Library,,"Thomas S. Foley US Courthouse, Ste 650",Spokane,WA,99201-1010,Spokane,509-458-3478,,,http://www.waed.uscourts.gov/,-117.4261948,47.6583453,{A36A7F0D-4DAD-4404-8889-A18AA0B1C994}
-122.33678,48.4177700000001,120,Government Libraries,"Law (County, State & U.S.)",Skagit County Law Library,Skagit County Law Library,,"205 W Kincaid St, Ste 104",Mount Vernon,WA,98273-4225,Skagit,360-416-1290,3604161292,lawlibrary@co.skagit.wa.us,http://www.skagitcounty.net,-122.33678,48.41777,{37A690ED-FCC6-432F-B9BA-0E25E725D510}
-122.91225,47.0294000000001,121,Government Libraries,"Law (County, State & U.S.)",Thurston County Law Library,Thurston County Law Library,,"2000 Lakeridge Dr SW, Bldg 2",Olympia,WA,98502,Thurston,(360) 786-5560,,,,-122.91225,47.0294,{D66C6500-7E6F-4016-97D3-A2B3DBA8317E}
-123.38499,46.2028100000001,122,Government Libraries,"Law (County, State & U.S.)",Wahkiakum County Law Library,Wahkiakum County Law Library,,64 Main St,Cathlamet,WA,98612-0397,Wahkiakum,(360) 795-3652,3607956506,,,-123.38499,46.20281,{D9E13E08-6C30-4A8E-8A6D-8A7511AA8908}
-117.05038,46.33964,123,Government Libraries,"Law (County, State & U.S.)",Asotin County Law Library,Asotin County Law Library,,135 Second St,Asotin,WA,99402,Asotin,(509) 243-2061,5092432090,stiller@co.asotin.wa.us,,-117.05038,46.33964,{366ACB67-919C-4AC0-BA40-D9E37804A60B}
-120.3161617,47.4223050000001,124,Government Libraries,"Law (County, State & U.S.)",Chelan County Law Library,Chelan County Law Library,,Chelan County Courthouse,Wenatchee,WA,98801-2899,Chelan,(509) 667-6210,,law.library@co.chelan.wa.us,http://websrv/scj/scj_library.htm,-120.3161617,47.422305,{9E7BD386-CB21-458B-AC17-1CDD8F089DD3}
-123.43222,48.1164400000001,125,Government Libraries,"Law (County, State & U.S.)",Clallam County Law Library,Clallam County Law Library,,"223 E Fourth St, Ste 17",Port Angeles,WA,98362,Clallam,360-417-2287,,,,-123.43222,48.11644,{C5F279C2-8702-49E8-9B01-FD33E32EE090}
-122.67758,45.6304500000001,126,Government Libraries,"Law (County, State & U.S.)",Clark County Law Library,Clark County Law Library,,1200 Franklin Street,Vancouver,WA,98660,Clark,(564) 397-2268,3607596736,lawlibrary@clark.wa.gov,https://www.clark.wa.gov/law-library,-122.67758,45.63045,{647308D9-0A12-4E35-B375-6F24F4370D64}
-123.019029,48.5359632,127,Government Libraries,"Law (County, State & U.S.)",San Juan County Law Library,San Juan County Law Library,,San Juan County Courthouse,Friday Harbor,WA,98250-0804,San Juan,360-370-7480,3603707485,,,-123.019029,48.5359632,{BBA40D02-FAAC-4531-9F34-3F3E577C81CB}
-122.9169703,46.1431711000001,128,Government Libraries,"Law (County, State & U.S.)",Cowlitz County Law Library,Cowlitz County Law Library,,"Hall of Justice, Second Floor",Kelso,WA,98626-1739,Cowlitz,(360) 577-3070,,SuperiorCourtAdministration@co.cowlitz.wa.us,https://www.cowlitzsuperiorcourt.us/,-122.9169703,46.1431711,{6CC7460E-F9B0-47FF-BAE2-2057A6997D9D}
-120.068025,47.6461390000001,129,Government Libraries,"Law (County, State & U.S.)",Douglas County Law Library,Douglas County Law Library,,County Courthouse,Waterville,WA,98858-0488,Douglas,(509) 745-9063,,jjackson@co.douglas.wa.us.,,-120.068025,47.646139,{ADC25CF8-A165-4B78-80EE-B5CD30216703}
-122.76774,48.11208,130,Government Libraries,"Law (County, State & U.S.)",Jefferson County Law Library,Jefferson County Law Library,,1820 Jefferson Street,Port Townsend,WA,98368-0920,Jefferson,(360) 385-9395,3603859395,,http://www.co.jefferson.wa.us,-122.76774,48.11208,{28B29873-D975-454B-A7B3-81EBF832D586}
-122.3317272,47.6027185,131,Government Libraries,"Law (County, State & U.S.)",King County Law Library,King County Law Library,,W621 County Courthouse,Seattle,WA,98104,King,(206) 477-1305,2062052905,services@kcll.org,http://kcll.org/,-122.3317272,47.6027185,{661E6E77-F139-4745-B21A-34AFAE88643E}
-118.34363,46.0645440000001,132,Government Libraries,"Law (County, State & U.S.)",Walla Walla County Law Library,Walla Walla County Law Library,,County Courthouse,Walla Walla,WA,99362-2864,Walla Walla,509-524-2795,5095242778,,,-118.34363,46.064544,{E23D2E3F-E207-4EAB-8559-6141E7C5C9FA}
-122.4457948,47.2532523,133,Government Libraries,"Law (County, State & U.S.)",Pierce County Law Library,Pierce County Law Library,,Rm I A-105 County-City Bldg,Tacoma,WA,98402,Pierce,253-798-7494,2537982989,pclawlibrary@gmail.com,piercecountylawlibrary.org,-122.4457948,47.2532523,{27A815FE-10DA-4A9C-A612-C010523CC6BB}
-117.97863,46.3211700000001,134,Government Libraries,"Law (County, State & U.S.)",Columbia County Law Library,Columbia County Law Library,,"341 E Main St., Suite 2",Dayton,WA,99328-1361,Columbia,(509) 382-4321,5093824830,,,-117.97863,46.32117,{387A6D13-BE57-4155-A0DE-FA31204B0B53}
-122.58006,47.2989900000001,135,Government Libraries,"Law (County, State & U.S.)",Pierce County Law Library,Gig Harbor Law Library,,4424 Point Fosdick Dr NW,Gig Harbor,WA,98335-1700,Pierce,(253) 548-3305,2538518002,pclawlibrary@gmail.com,piercecountylawlibrary.org,-122.58006,47.29899,{55A88E14-7B34-428D-9DED-A5AF570A7A60}
-118.382719,47.1273860000001,136,Government Libraries,"Law (County, State & U.S.)",Adams County Law Library,Adams County Law Library,,Adams County Superior Court,Ritzville,WA,99169,Adams,(509) 659-3271,5096590118,,,-118.382719,47.127386,{C0EF7AE0-73BE-4716-8E69-7D5A9F73E63F}
-122.52065,47.1606100000001,137,Government Libraries,"Law (County, State & U.S.)",Pierce County Law Library,Lakewood Law Library,,6300 Wildaire Rd SW,Lakewood,WA,98499,Pierce,(253) 798-2973,,pclawlibrary@gmail.com,piercecountylawlibrary.org,-122.52065,47.16061,{85E0FC36-27C2-47F9-AF0C-0B1AB382AB09}
-122.34789,47.61733,138,Government Libraries,Local Government,MRSC,MRSC,,"2601 4th Ave, Ste 800",Seattle,WA,98121-1280,King,(206) 625-1300,2066251220,library@mrsc.org,http://www.mrsc.org,-122.34789,47.61733,{540B4086-A63A-4CB0-A152-F3B36E280030}
-122.35591,47.6493400000001,139,Government Libraries,Local Government,King County Hazardous Waste Management Program Library,King County Hazardous Waste Management Program Library,,"130 Nickerson St, Ste 100",Seattle,WA,98109-1658,King,(206) 477.4661,2062633070,HazWaste.Librarian@kingcounty.gov,http://www.hazwastehelp.org/Library/index.aspx,-122.35591,47.64934,{5E0EB5BE-FE2E-4689-89B7-2E412B2FDE2B}
-122.32907,47.5811200000001,140,Government Libraries,Local Government,Seattle Municipal Archives,Seattle Municipal Archives,,PO Box 94728,Seattle,WA,98124-4728,King,(206) 684-8353,,archives@seattle.gov,http://www.seattle.gov/cityarchives,-122.32907,47.58112,{DB0608DA-5FBD-4D87-88FD-13E908774EC1}
-122.33089,47.5990100000001,141,Government Libraries,Local Government,King County Department of Natural Resources & Parks,King County Department of Natural Resources & Parks,Technical Document and Research Center,"201 S Jackson St., Suite 0190",Seattle,WA,98104-3855,King,(206) 477-4661,,research.center@kingcounty.gov,http://www.kingcounty.gov/environment/wlr/sections-programs/science-section/library.aspx,-122.33089,47.59901,{3AE09701-EFB0-4F45-BBFC-F83DF0CD771E}
-122.3379,47.6044800000001,142,Government Libraries,Local Government,Puget Sound Regional Council Information Center,Puget Sound Regional Council Information Center,,"1011 Western Ave, Suite 500",Seattle,WA,98104-1035,King,(206) 464-7532,2065874825,info@psrc.org,https://www.psrc.org,-122.3379,47.60448,{42052F99-9DC8-449F-B105-48F7713FAA63}
-122.332021,47.6090411000001,143,Government Libraries,United States Government,"US Environmental Protection Agency, Region 10 Library","US Environmental Protection Agency, Region 10 Library",,OMP-0102,Seattle,WA,98101-3140,King,206-553-1289,2065536346,library-reg10@epa.gov,https://www.epa.gov/libraries/region-10-library-services,-122.332021,47.6090411,{4185E11F-C6C2-4130-8921-4A3D94BBF171}
-122.26691,47.67393,144,Government Libraries,United States Government,National Archives at Seattle,National Archives at Seattle,,6125 Sand Point Way NE,Seattle,WA,98115-7999,King,(206) 336-5115,2063365112,seattle.archives@nara.gov,http://www.archives.gov/pacific-alaska/seattle,-122.26691,47.67393,{CC9ABFCE-B3D7-4D3D-8DDA-2F0833BEC0E8}
-122.30677,47.64453,145,Government Libraries,United States Government,Northwest and Alaska Fisheries Science Centers Library (NOAA),Northwest and Alaska Fisheries Science Centers Library (NOAA),,2725 Montlake Blvd E,Seattle,WA,98112,King,(206) 860-3210,,nwfsc.library@noaa.gov,http://lib.nwfsc.noaa.gov/,-122.30677,47.64453,{E480FF5C-98D0-4BF0-9F7B-6E50928A8001}
-122.2558244,47.6864218000001,146,Government Libraries,United States Government,NOAA Seattle Library,NOAA Seattle Library,,"Bldg. 3, E/OC43",Seattle,WA,98115-6349,King,(206) 526-6241,2065264535,seattle.library@noaa.gov,https://www.wrclib.noaa.gov,-122.2558244,47.6864218,{0CDF0A78-2CFF-4F56-A8B4-B10E73AAD055}
-118.34275,46.06791,147,Government Libraries,United States Government,US Army Corps of Engineers,US Army Corps of Engineers,,201 N 3rd Ave,Walla Walla,WA,99362-1876,Walla Walla,(509) 527-7427,5095277816,cenww-im-sl@usace.army.mil,http://www.nww.usace.army.mil,-118.34275,46.06791,{08772D42-21AD-4A0E-918D-6D40BEF0038B}
-122.5999503,47.0894798,148,Government Libraries,United States Government,Joint Base Lewis-McChord Libraries,Joint Base Lewis-McChord Libraries,,"Bldg 2109, N 10th & Pendleton",Joint Base Lewis McChord,WA,98433-9500,Pierce,(253) 967-5889,2539673922,usarmy.jblm.imcom.list.dfmwr.grandstaff.library@mail.mil,http://www.jblmmwr.com/libraries.html,-122.5999503,47.0894798,{6B440105-3E72-4746-A321-F6943DE29830}
